"field_name"	"rls"	"Path"	"Category"	"Field"	"Participants"	"Items"	"Stability"	"ValueType"	"Units"	"ItemType"	"Strata"	"Sexed"	"Instances"	"Array"	"Coding"	"Notes"	"Link"	"category"	"field_tag"	"fields_used"
25063	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in corticospinal tract on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in corticospinal tract (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25063"	"White matter microstructure (TBSS)"	"250632.0.lnr"	"250632.0.lnr"
25065	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in medial lemniscus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in medial lemniscus (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25065"	"White matter microstructure (TBSS)"	"250652.0.lnr"	"250652.0.lnr"
25067	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in inferior cerebellar peduncle on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in inferior cerebellar peduncle (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25067"	"White matter microstructure (TBSS)"	"250672.0.lnr"	"250672.0.lnr"
25069	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in superior cerebellar peduncle on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in superior cerebellar peduncle (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25069"	"White matter microstructure (TBSS)"	"250692.0.lnr"	"250692.0.lnr"
25071	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in cerebral peduncle on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in cerebral peduncle (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25071"	"White matter microstructure (TBSS)"	"250712.0.lnr"	"250712.0.lnr"
25073	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in anterior limb of internal capsule on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in anterior limb of internal capsule (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25073"	"White matter microstructure (TBSS)"	"250732.0.lnr"	"250732.0.lnr"
25075	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in posterior limb of internal capsule on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in posterior limb of internal capsule (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25075"	"White matter microstructure (TBSS)"	"250752.0.lnr"	"250752.0.lnr"
25077	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in retrolenticular part of internal capsule on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in retrolenticular part of internal capsule (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25077"	"White matter microstructure (TBSS)"	"250772.0.lnr"	"250772.0.lnr"
25079	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in anterior corona radiata on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in anterior corona radiata (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25079"	"White matter microstructure (TBSS)"	"250792.0.lnr"	"250792.0.lnr"
25081	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in superior corona radiata on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in superior corona radiata (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25081"	"White matter microstructure (TBSS)"	"250812.0.lnr"	"250812.0.lnr"
25083	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in posterior corona radiata on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in posterior corona radiata (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25083"	"White matter microstructure (TBSS)"	"250832.0.lnr"	"250832.0.lnr"
25085	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in posterior thalamic radiation on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in posterior thalamic radiation (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25085"	"White matter microstructure (TBSS)"	"250852.0.lnr"	"250852.0.lnr"
25087	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in sagittal stratum on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in sagittal stratum (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25087"	"White matter microstructure (TBSS)"	"250872.0.lnr"	"250872.0.lnr"
25089	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in external capsule on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in external capsule (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25089"	"White matter microstructure (TBSS)"	"250892.0.lnr"	"250892.0.lnr"
25091	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in cingulum cingulate gyrus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in cingulum cingulate gyrus (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25091"	"White matter microstructure (TBSS)"	"250912.0.lnr"	"250912.0.lnr"
25093	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in cingulum hippocampus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in cingulum hippocampus (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25093"	"White matter microstructure (TBSS)"	"250932.0.lnr"	"250932.0.lnr"
25095	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in fornix cres+stria terminalis on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in fornix cres+stria terminalis (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25095"	"White matter microstructure (TBSS)"	"250952.0.lnr"	"250952.0.lnr"
25097	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in superior longitudinal fasciculus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in superior longitudinal fasciculus (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25097"	"White matter microstructure (TBSS)"	"250972.0.lnr"	"250972.0.lnr"
25099	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in superior fronto-occipital fasciculus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in superior fronto-occipital fasciculus (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25099"	"White matter microstructure (TBSS)"	"250992.0.lnr"	"250992.0.lnr"
25101	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in uncinate fasciculus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in uncinate fasciculus (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25101"	"White matter microstructure (TBSS)"	"251012.0.lnr"	"251012.0.lnr"
25103	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean FA in tapetum on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean FA (fractional anisotropy) in tapetum (left) on FA skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25103"	"White matter microstructure (TBSS)"	"251032.0.lnr"	"251032.0.lnr"
25104	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in middle cerebellar peduncle on FA skeleton"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in middle cerebellar peduncle on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25104"	"White matter microstructure (TBSS)"	"25104"	"25104"
25105	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in pontine crossing tract on FA skeleton"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in pontine crossing tract on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25105"	"White matter microstructure (TBSS)"	"25105"	"25105"
25106	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in genu of corpus callosum on FA skeleton"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in genu of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25106"	"White matter microstructure (TBSS)"	"25106"	"25106"
25107	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in body of corpus callosum on FA skeleton"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in body of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25107"	"White matter microstructure (TBSS)"	"25107"	"25107"
25108	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in splenium of corpus callosum on FA skeleton"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in splenium of corpus callosum on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25108"	"White matter microstructure (TBSS)"	"25108"	"25108"
25109	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in fornix on FA skeleton"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in fornix on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25109"	"White matter microstructure (TBSS)"	"25109"	"25109"
25111	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in corticospinal tract on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in corticospinal tract (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25111"	"White matter microstructure (TBSS)"	"251112.0.lnr"	"251112.0.lnr"
25113	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in medial lemniscus on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in medial lemniscus (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25113"	"White matter microstructure (TBSS)"	"251132.0.lnr"	"251132.0.lnr"
25115	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in inferior cerebellar peduncle on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in inferior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25115"	"White matter microstructure (TBSS)"	"251152.0.lnr"	"251152.0.lnr"
25117	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in superior cerebellar peduncle on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in superior cerebellar peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25117"	"White matter microstructure (TBSS)"	"251172.0.lnr"	"251172.0.lnr"
25119	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in cerebral peduncle on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in cerebral peduncle (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25119"	"White matter microstructure (TBSS)"	"251192.0.lnr"	"251192.0.lnr"
25121	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in anterior limb of internal capsule on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in anterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25121"	"White matter microstructure (TBSS)"	"251212.0.lnr"	"251212.0.lnr"
25123	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in posterior limb of internal capsule on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in posterior limb of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25123"	"White matter microstructure (TBSS)"	"251232.0.lnr"	"251232.0.lnr"
25125	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in retrolenticular part of internal capsule on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in retrolenticular part of internal capsule (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25125"	"White matter microstructure (TBSS)"	"251252.0.lnr"	"251252.0.lnr"
25127	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in anterior corona radiata on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in anterior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25127"	"White matter microstructure (TBSS)"	"251272.0.lnr"	"251272.0.lnr"
25129	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton"	134	"Mean MD in superior corona radiata on FA skeleton (left)"	37519	38935	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean MD (mean diffusivity) in superior corona radiata (left) on FA (fractional anisotropy) skeleton (from dMRI data)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25129"	"White matter microstructure (TBSS)"	"251292.0.lnr"	"251292.0.lnr"
